"weight";"lat";"lon"
"652";"52.181";"4.825"
"651";"52.309";"4.913"
"651";"52.189";"4.849"
"651";"52.557";"4.689"
"649";"52.573";"4.657"
"646";"51.925";"4.145"
"645";"52.525";"4.761"
"644";"52.269";"5.081"
"641";"52.189";"4.977"
"639";"52.485";"4.761"
"639";"52.501";"4.761"
"638";"52.085";"4.385"
"638";"52.221";"4.689"
"637";"52.165";"4.849"
"636";"52.269";"4.841"
"635";"52.277";"5.065"
"633";"52.197";"4.721"
"629";"52.325";"5.097"
"628";"52.325";"5.001"
"621";"52.373";"4.713"
"621";"52.197";"5.025"
"620";"52.341";"5.089"
"620";"52.077";"4.761"
"617";"52.269";"5.097"
"616";"52.277";"4.841"
"615";"52.317";"4.849"
"614";"52.381";"4.913"
"612";"52.197";"5.033"
"611";"52.157";"4.849"
"609";"51.965";"4.209"
"608";"51.941";"4.169"
"608";"52.333";"5.097"
"606";"52.197";"5.041"
"604";"52.213";"4.721"
"601";"52.469";"4.761"
"599";"52.557";"4.697"
"599";"52.397";"4.937"
"597";"51.957";"4.193"
"597";"52.581";"4.641"
"597";"52.189";"4.825"
"597";"52.493";"4.761"
"594";"52.437";"4.753"
"593";"52.149";"4.849"
"593";"51.989";"4.241"
"591";"52.229";"4.705"
"589";"52.509";"5.553"
"588";"52.197";"4.849"
"583";"51.893";"4.745"
"581";"51.885";"4.737"
"581";"52.197";"5.017"
"577";"52.085";"4.393"
"577";"52.581";"4.633"
"573";"52.261";"5.121"
"573";"52.245";"4.625"
"572";"52.261";"5.129"
"572";"52.365";"4.745"
"571";"52.325";"5.105"
"569";"52.565";"4.673"
"565";"52.437";"4.721"
"564";"52.269";"5.105"
"563";"51.925";"4.153"
"562";"51.853";"4.713"
"559";"52.429";"4.753"
"559";"51.917";"4.761"
"557";"51.813";"4.681"
"556";"52.181";"4.929"
"553";"52.261";"5.137"
"551";"52.045";"4.769"
"550";"52.293";"4.977"
"550";"52.261";"5.145"
"547";"51.949";"4.185"
"547";"52.029";"4.769"
"545";"52.205";"5.065"
"543";"52.053";"4.769"
"542";"52.205";"5.073"
"540";"52.581";"4.625"
"540";"52.037";"4.769"
"539";"52.205";"4.713"
"539";"52.501";"5.553"
"537";"52.501";"5.545"
"535";"52.189";"4.801"
"535";"52.205";"4.481"
"534";"52.581";"4.649"
"533";"52.141";"4.849"
"532";"52.205";"5.081"
"532";"52.445";"5.001"
"532";"52.021";"4.769"
"531";"52.205";"4.497"
"529";"51.821";"4.689"
"527";"51.981";"4.233"
"527";"52.205";"4.489"
"527";"52.125";"4.849"
"526";"52.237";"5.257"
"525";"52.205";"5.057"
"525";"52.317";"4.929"
"524";"51.781";"4.657"
"524";"52.101";"4.417"
"524";"52.077";"4.369"
"523";"51.981";"4.225"
"522";"52.221";"4.849"
"520";"52.133";"4.849"
"519";"52.221";"4.729"
"518";"52.013";"4.769"
"518";"52.421";"4.961"
"518";"52.085";"4.377"
"517";"52.189";"4.737"
"515";"51.845";"4.705"
"511";"52.005";"4.769"
"510";"52.117";"4.849"
"508";"52.205";"4.505"
"508";"52.261";"5.113"
"506";"52.509";"5.577"
"506";"52.109";"4.849"
"504";"51.901";"4.121"
"503";"52.213";"5.089"
"502";"52.197";"5.049"
"502";"52.253";"5.169"
"501";"52.581";"4.617"
"500";"52.421";"4.753"
"500";"52.061";"4.769"
"500";"52.349";"4.865"
"500";"52.197";"4.777"
"499";"52.549";"4.713"
"498";"52.285";"4.833"
"496";"52.253";"5.161"
"496";"51.861";"4.721"
"495";"51.709";"4.601"
"494";"51.997";"4.769"
"494";"52.253";"5.177"
"494";"52.205";"4.473"
"491";"52.117";"4.441"
"487";"52.237";"5.265"
"486";"52.253";"5.185"
"482";"52.277";"5.025"
"482";"52.581";"4.593"
"482";"52.221";"4.561"
"481";"51.741";"4.625"
"480";"52.581";"4.545"
"480";"52.253";"5.193"
"477";"52.101";"4.849"
"475";"52.365";"4.881"
"475";"51.901";"4.753"
"475";"51.989";"4.769"
"474";"51.773";"4.649"
"473";"52.269";"4.849"
"473";"52.469";"4.753"
"471";"52.269";"5.073"
"470";"52.261";"5.153"
"470";"52.133";"4.465"
"470";"52.205";"4.545"
"470";"52.285";"4.841"
"468";"52.405";"5.089"
"468";"52.213";"4.537"
"468";"51.749";"4.633"
"468";"52.213";"5.097"
"467";"52.069";"4.761"
"467";"52.069";"4.361"
"466";"52.213";"5.105"
"464";"52.021";"4.289"
"464";"52.437";"4.993"
"463";"52.213";"5.113"
"462";"51.925";"4.769"
"460";"52.461";"5.025"
"460";"52.293";"4.833"
"460";"52.389";"4.713"
"460";"51.877";"4.729"
"460";"51.997";"4.249"
"459";"52.309";"4.817"
"459";"52.245";"4.649"
"459";"51.981";"4.769"
"459";"51.965";"4.201"
"455";"52.213";"5.121"
"455";"52.189";"5.009"
"454";"52.581";"4.609"
"454";"52.541";"4.729"
"452";"52.501";"5.577"
"452";"51.789";"4.665"
"450";"52.189";"4.969"
"448";"52.037";"4.313"
"448";"52.357";"4.873"
"447";"52.149";"4.489"
"447";"52.285";"5.025"
"446";"52.093";"4.849"
"445";"52.093";"4.409"
"444";"52.581";"4.553"
"443";"52.629";"5.089"
"443";"52.045";"4.321"
"443";"52.229";"5.273"
"442";"52.213";"4.529"
"442";"51.701";"4.593"
"442";"52.237";"5.249"
"441";"52.301";"4.825"
"441";"52.405";"4.937"
"440";"51.805";"4.673"
"440";"52.061";"4.345"
"439";"52.453";"5.009"
"439";"52.141";"4.177"
"439";"52.237";"4.673"
"438";"52.053";"4.337"
"438";"52.413";"4.961"
"437";"52.221";"5.297"
"435";"52.525";"4.737"
"435";"51.973";"4.769"
"435";"51.717";"4.609"
"431";"51.933";"4.153"
"430";"51.909";"4.753"
"429";"52.549";"4.737"
"428";"52.509";"5.545"
"427";"52.245";"5.233"
"426";"52.325";"4.745"
"425";"52.213";"4.521"
"425";"52.213";"5.313"
"425";"51.677";"4.577"
"424";"52.245";"5.217"
"424";"52.357";"4.881"
"424";"52.245";"5.209"
"423";"52.229";"4.577"
"423";"52.365";"4.889"
"423";"51.965";"4.769"
"421";"52.357";"4.761"
"421";"52.245";"5.225"
"419";"52.533";"4.761"
"419";"52.197";"4.513"
"418";"52.253";"4.649"
"417";"52.109";"4.425"
"417";"52.349";"4.857"
"416";"51.957";"4.769"
"415";"52.141";"4.473"
"415";"51.829";"4.697"
"414";"52.157";"4.497"
"413";"52.325";"5.113"
"413";"52.333";"5.105"
"412";"52.077";"4.849"
"411";"52.429";"4.985"
"411";"52.093";"4.401"
"411";"52.181";"4.729"
"410";"52.165";"4.513"
"410";"52.029";"4.297"
"410";"52.245";"5.241"
"410";"52.205";"4.521"
"410";"52.213";"4.849"
"409";"52.205";"5.337"
"409";"51.949";"4.769"
"409";"51.669";"4.569"
"407";"52.581";"4.577"
"407";"52.197";"4.457"
"406";"52.477";"4.153"
"406";"52.453";"5.017"
"406";"52.381";"4.745"
"406";"52.125";"4.449"
"405";"51.997";"4.257"
"405";"52.397";"4.753"
"405";"52.301";"4.833"
"404";"51.933";"4.769"
"403";"52.085";"4.137"
"401";"52.205";"4.729"
"401";"52.197";"5.353"
"401";"52.605";"4.521"
"400";"52.205";"5.329"
"399";"52.205";"4.745"
"399";"52.109";"4.433"
"399";"52.229";"4.625"
"399";"51.637";"4.545"
"399";"52.221";"5.145"
"398";"52.293";"4.945"
"398";"52.229";"5.281"
"397";"52.221";"5.137"
"397";"52.221";"5.153"
"397";"52.221";"4.553"
"396";"52.341";"4.745"
"396";"52.309";"4.825"
"396";"52.285";"4.729"
"395";"52.525";"5.089"
"394";"52.221";"5.161"
"393";"52.293";"4.825"
"392";"52.389";"4.913"
"392";"51.941";"4.769"
"392";"52.197";"4.465"
"391";"52.501";"5.585"
"391";"52.581";"4.585"
"391";"52.469";"5.033"
"390";"52.277";"4.833"
"390";"52.477";"4.145"
"389";"52.213";"4.513"
"389";"51.733";"4.617"
"389";"52.581";"4.537"
"389";"52.189";"5.369"
"389";"52.197";"4.505"
"388";"51.885";"4.113"
"388";"52.293";"4.841"
"388";"52.157";"4.753"
"387";"52.381";"5.041"
"387";"51.837";"4.697"
"387";"52.197";"4.521"
"387";"52.581";"4.601"
"385";"52.253";"4.689"
"385";"52.197";"4.449"
"385";"51.573";"4.497"
"382";"52.181";"4.969"
"382";"52.221";"5.289"
"381";"52.221";"4.593"
"381";"52.301";"4.945"
"381";"52.213";"5.321"
"380";"52.221";"4.737"
"379";"52.509";"5.521"
"379";"52.501";"5.601"
"378";"52.069";"4.849"
"378";"51.909";"4.137"
"378";"52.061";"4.849"
"377";"52.325";"5.121"
"377";"51.893";"4.121"
"377";"52.141";"5.265"
"377";"51.605";"4.521"
"376";"52.493";"4.089"
"375";"52.173";"4.521"
"375";"52.181";"5.393"
"375";"52.389";"5.033"
"374";"52.405";"5.009"
"373";"52.005";"4.265"
"373";"52.333";"5.081"
"372";"51.757";"4.641"
"371";"52.477";"4.161"
"371";"51.949";"4.177"
"370";"52.253";"4.665"
"369";"52.189";"4.497"
"369";"52.013";"4.273"
"369";"52.085";"5.609"
"368";"52.173";"5.409"
"368";"52.437";"4.985"
"368";"51.645";"4.553"
"367";"52.189";"4.545"
"367";"52.389";"5.025"
"367";"52.181";"5.385"
"367";"52.197";"4.441"
"366";"52.277";"4.705"
"365";"52.181";"4.537"
"364";"52.229";"4.569"
"364";"51.869";"4.729"
"364";"52.525";"4.473"
"363";"52.533";"4.481"
"363";"52.205";"4.737"
"363";"52.397";"4.809"
"363";"52.509";"5.513"
"363";"52.181";"4.745"
"362";"52.509";"5.089"
"362";"52.381";"4.753"
"362";"52.501";"5.537"
"362";"51.877";"4.105"
"361";"52.381";"4.713"
"361";"52.125";"4.457"
"361";"51.901";"4.129"
"360";"52.365";"4.769"
"360";"52.485";"4.121"
"360";"52.517";"5.585"
"360";"52.485";"4.129"
"360";"52.405";"4.729"
"359";"51.917";"4.145"
"358";"52.341";"5.113"
"358";"52.229";"5.193"
"357";"52.509";"5.505"
"357";"52.309";"4.833"
"356";"52.517";"4.737"
"356";"52.493";"4.097"
"356";"52.501";"5.561"
"354";"52.069";"4.769"
"354";"52.261";"4.737"
"354";"52.189";"4.489"
"353";"52.229";"5.209"
"353";"52.085";"5.617"
"352";"52.461";"4.217"
"352";"52.205";"4.513"
"352";"52.205";"4.569"
"352";"52.389";"5.241"
"351";"51.685";"4.585"
"351";"52.133";"5.249"
"351";"52.229";"5.201"
"351";"52.197";"4.561"
"351";"52.325";"4.457"
"351";"52.053";"4.849"
"350";"52.165";"5.425"
"350";"51.765";"4.641"
"350";"52.333";"5.073"
"349";"51.941";"4.177"
"349";"52.469";"5.465"
"348";"52.573";"4.521"
"348";"52.045";"4.849"
"348";"52.229";"5.185"
"348";"52.461";"4.425"
"348";"52.493";"4.449"
"347";"52.485";"4.113"
"347";"52.421";"4.393"
"347";"52.173";"4.729"
"346";"52.493";"4.081"
"346";"52.477";"5.489"
"345";"52.085";"5.625"
"345";"52.565";"4.737"
"344";"52.341";"4.857"
"344";"52.469";"5.457"
"344";"52.173";"5.401"
"343";"51.893";"4.113"
"343";"52.461";"4.209"
"342";"52.509";"5.585"
"342";"52.565";"4.505"
"342";"52.389";"5.249"
"342";"52.341";"4.849"
"342";"51.397";"4.361"
"341";"52.069";"4.353"
"341";"52.245";"4.689"
"340";"52.501";"4.457"
"340";"52.349";"4.745"
"340";"52.181";"4.385"
"340";"52.413";"5.001"
"339";"52.149";"4.185"
"339";"52.461";"4.225"
"338";"51.597";"4.513"
"337";"52.509";"5.529"
"337";"52.197";"5.345"
"337";"52.365";"5.057"
"337";"52.477";"5.481"
"337";"52.141";"4.481"
"337";"52.477";"5.049"
"336";"52.085";"5.601"
"335";"52.157";"4.193"
"335";"52.277";"4.849"
"335";"52.141";"5.257"
"335";"51.957";"4.201"
"334";"52.181";"4.377"
"334";"52.469";"4.177"
"334";"52.157";"5.441"
"334";"52.189";"4.409"
"333";"52.597";"4.521"
"333";"52.309";"4.809"
"333";"51.797";"4.673"
"333";"52.221";"5.169"
"333";"52.189";"4.425"
"332";"52.237";"5.273"
"332";"52.429";"4.353"
"332";"52.429";"4.401"
"332";"52.341";"5.105"
"332";"51.565";"4.489"
"332";"52.189";"4.417"
"331";"52.541";"4.489"
"331";"52.253";"5.201"
"329";"52.469";"4.193"
"329";"52.357";"5.065"
"329";"51.901";"4.113"
"329";"52.341";"5.121"
"329";"52.205";"4.849"
"328";"52.333";"5.065"
"328";"52.469";"4.185"
"328";"52.373";"5.049"
"328";"52.189";"4.217"
"327";"52.189";"5.377"
"327";"52.117";"4.161"
"327";"52.509";"5.497"
"327";"52.253";"4.641"
"326";"52.085";"5.633"
"326";"52.181";"4.209"
"326";"52.197";"5.009"
"325";"52.157";"5.449"
"325";"52.325";"4.753"
"325";"52.229";"5.177"
"324";"52.373";"4.905"
"324";"52.285";"4.737"
"324";"52.157";"4.505"
"324";"52.021";"4.841"
"324";"52.501";"5.569"
"324";"51.365";"4.337"
"324";"52.397";"5.017"
"324";"52.173";"4.345"
"323";"51.869";"4.721"
"322";"51.613";"4.529"
"322";"52.533";"4.857"
"322";"52.213";"4.697"
"321";"51.629";"4.537"
"321";"52.517";"3.985"
"321";"52.501";"5.593"
"321";"52.173";"4.329"
"320";"52.349";"4.761"
"320";"52.517";"5.577"
"320";"52.085";"4.769"
"320";"52.157";"4.729"
"320";"52.453";"4.681"
"319";"52.181";"4.369"
"319";"52.173";"4.337"
"319";"52.149";"5.465"
"319";"52.381";"5.225"
"319";"52.453";"4.241"
"319";"52.429";"4.345"
"319";"52.509";"4.025"
"318";"52.469";"5.041"
"318";"52.221";"5.305"
"318";"52.437";"4.409"
"318";"52.237";"5.289"
"317";"52.325";"4.825"
"317";"52.165";"4.729"
"317";"51.909";"4.121"
"317";"52.517";"3.993"
"317";"52.557";"4.497"
"317";"52.501";"5.609"
"317";"52.469";"4.433"
"317";"52.237";"5.281"
"317";"51.405";"4.369"
"317";"52.573";"4.673"
"316";"52.445";"4.409"
"316";"52.493";"5.625"
"316";"52.005";"4.833"
"315";"52.357";"4.345"
"315";"52.165";"4.305"
"315";"52.557";"4.737"
"315";"51.581";"4.505"
"315";"52.429";"4.337"
"315";"52.061";"4.761"
"315";"52.165";"4.313"
"314";"52.517";"3.977"
"314";"51.725";"4.617"
"314";"52.277";"5.073"
"314";"52.445";"4.697"
"314";"52.437";"4.313"
"314";"52.149";"4.729"
"314";"52.485";"5.497"
"313";"52.237";"4.697"
"313";"51.373";"4.345"
"313";"52.053";"4.329"
"312";"52.437";"4.321"
"312";"52.517";"5.521"
"312";"52.413";"4.753"
"312";"52.157";"4.265"
"312";"52.085";"4.129"
"311";"52.229";"4.561"
"311";"52.037";"4.849"
"311";"52.317";"4.737"
"311";"52.013";"4.281"
"311";"52.189";"4.401"
"310";"52.141";"4.185"
"309";"52.413";"4.737"
"309";"51.661";"4.561"
"309";"52.333";"4.745"
"309";"52.485";"4.441"
"308";"52.237";"5.241"
"308";"52.413";"4.417"
"308";"51.429";"4.385"
"307";"52.493";"5.633"
"307";"51.693";"4.585"
"307";"52.517";"5.529"
"307";"52.333";"4.449"
"307";"52.149";"5.457"
"306";"52.173";"4.929"
"306";"52.157";"4.273"
"306";"51.973";"4.225"
"306";"52.237";"4.657"
"306";"51.389";"4.353"
"306";"52.493";"5.617"
"306";"52.533";"4.561"
"306";"52.509";"5.537"
"305";"52.533";"4.745"
"305";"52.269";"4.665"
"305";"52.237";"5.305"
"305";"52.517";"4.769"
"304";"52.237";"5.297"
"304";"52.389";"4.929"
"304";"52.549";"4.777"
"303";"52.141";"5.481"
"303";"51.989";"4.521"
"303";"51.997";"4.825"
"302";"52.085";"4.401"
"302";"52.213";"4.585"
"302";"52.317";"4.465"
"300";"51.541";"4.473"
"300";"51.797";"4.665"
"300";"51.533";"4.465"
"299";"52.509";"4.017"
"299";"52.493";"5.641"
"299";"52.333";"4.937"
"299";"52.181";"4.361"
"299";"51.965";"4.801"
"299";"52.405";"4.825"
"299";"52.205";"4.465"
"298";"52.165";"4.297"
"298";"51.421";"4.377"
"298";"52.341";"5.081"
"298";"52.501";"4.065"
"298";"52.477";"4.801"
"298";"52.325";"4.833"
"298";"52.493";"5.505"
"298";"51.925";"3.153"
"297";"51.869";"4.097"
"297";"52.213";"5.129"
"297";"52.549";"4.785"
"297";"52.517";"5.513"
"297";"52.653";"4.521"
"296";"51.861";"4.097"
"296";"52.589";"4.537"
"296";"52.237";"5.313"
"296";"52.181";"4.473"
"296";"52.029";"4.305"
"296";"51.653";"4.561"
"295";"51.925";"3.161"
"295";"52.541";"4.865"
"295";"52.333";"4.761"
"295";"52.517";"5.089"
"295";"52.317";"4.801"
"295";"52.517";"4.001"
"295";"52.493";"5.513"
"295";"52.485";"5.057"
"295";"52.125";"4.169"
"295";"51.333";"4.313"
"294";"52.485";"5.505"
"294";"52.589";"4.529"
"294";"52.381";"5.217"
"294";"51.909";"4.761"
"294";"52.045";"4.329"
"294";"52.405";"4.449"
"293";"52.157";"4.257"
"293";"52.165";"4.289"
"292";"52.461";"4.761"
"292";"51.853";"4.089"
"292";"51.957";"4.793"
"292";"52.109";"5.553"
"292";"52.357";"4.769"
"292";"52.237";"5.321"
"292";"51.101";"4.153"
"291";"52.245";"4.857"
"291";"52.613";"4.521"
"290";"52.541";"4.713"
"290";"51.997";"4.537"
"289";"51.501";"4.441"
"289";"52.677";"4.889"
"289";"52.181";"4.465"
"289";"52.525";"4.569"
"289";"52.133";"5.497"
"289";"52.229";"5.217"
"289";"52.253";"4.857"
"289";"52.229";"5.265"
"288";"51.357";"4.329"
"288";"52.493";"5.489"
"288";"52.485";"5.657"
"288";"52.509";"4.033"
"288";"52.477";"4.441"
"287";"52.101";"5.569"
"287";"52.285";"4.977"
"287";"52.493";"5.497"
"287";"52.301";"4.841"
"287";"52.173";"4.321"
"286";"52.453";"4.249"
"286";"52.165";"5.433"
"286";"52.085";"4.753"
"286";"52.397";"5.265"
"286";"52.141";"5.273"
"286";"52.525";"5.601"
"285";"52.509";"4.465"
"285";"52.157";"4.249"
"285";"52.533";"4.737"
"284";"52.349";"5.073"
"284";"52.149";"4.233"
"284";"52.285";"4.825"
"284";"52.237";"5.329"
"284";"52.397";"5.273"
"284";"52.117";"5.537"
"283";"51.925";"3.145"
"283";"52.365";"5.185"
"283";"52.317";"5.009"
"283";"52.085";"4.737"
"283";"51.925";"4.137"
"283";"52.333";"4.929"
"283";"52.125";"5.513"
"283";"52.021";"4.281"
"283";"52.437";"4.705"
"283";"52.477";"4.137"
"282";"52.085";"4.745"
"282";"52.197";"4.921"
"282";"52.245";"5.249"
"282";"52.493";"5.529"
"282";"52.453";"4.729"
"282";"52.325";"5.129"
"282";"52.141";"4.729"
"282";"52.037";"4.305"
"282";"52.021";"4.593"
"281";"52.429";"4.713"
"281";"52.525";"5.593"
"281";"51.893";"4.105"
"281";"52.565";"4.769"
"281";"52.533";"4.841"
"281";"52.517";"5.313"
"281";"52.629";"5.073"
"281";"52.301";"4.481"
"280";"52.461";"5.441"
"280";"52.421";"4.977"
"280";"52.253";"4.737"
"280";"51.917";"4.129"
"280";"51.837";"4.705"
"279";"52.509";"5.489"
"279";"52.173";"4.457"
"279";"52.541";"4.753"
"279";"52.197";"4.225"
"279";"52.677";"4.881"
"279";"52.421";"4.377"
"279";"51.989";"4.513"
"278";"52.349";"4.337"
"278";"52.517";"5.305"
"278";"52.421";"4.745"
"278";"52.517";"5.537"
"278";"52.325";"4.321"
"278";"52.317";"4.313"
"278";"52.213";"4.577"
"277";"51.933";"4.777"
"277";"51.509";"4.449"
"277";"52.573";"4.513"
"277";"52.405";"4.441"
"277";"51.885";"4.105"
"277";"52.237";"5.337"
"277";"52.173";"4.353"
"277";"52.373";"5.201"
"276";"52.461";"4.665"
"276";"52.317";"5.089"
"276";"52.133";"5.257"
"276";"52.397";"4.377"
"276";"52.301";"4.817"
"276";"52.101";"4.409"
"276";"52.325";"4.993"
"276";"52.501";"5.089"
"276";"52.437";"4.761"
"276";"52.405";"5.289"
"275";"52.453";"4.417"
"275";"52.125";"5.521"
"275";"52.325";"5.193"
"275";"52.173";"4.529"
"275";"52.525";"5.489"
"275";"52.365";"4.777"
"275";"52.581";"4.569"
"274";"52.325";"5.201"
"274";"52.525";"4.769"
"274";"52.165";"5.417"
"274";"52.061";"4.353"
"274";"52.309";"4.473"
"273";"51.725";"4.609"
"273";"52.525";"5.497"
"273";"52.557";"4.817"
"272";"52.133";"5.241"
"272";"52.109";"4.153"
"272";"52.093";"5.585"
"272";"52.349";"5.137"
"272";"52.453";"4.257"
"272";"52.397";"5.025"
"272";"52.381";"5.033"
"272";"52.485";"4.105"
"272";"52.373";"5.209"
"272";"52.301";"4.913"
"271";"52.077";"4.377"
"271";"52.557";"4.801"
"271";"52.173";"4.449"
"271";"52.237";"4.545"
"271";"52.557";"4.793"
"271";"52.541";"4.737"
"271";"52.485";"5.473"
"271";"52.397";"5.089"
"271";"52.541";"4.873"
"271";"52.517";"5.593"
"270";"52.477";"5.697"
"270";"52.365";"4.353"
"270";"52.637";"5.057"
"270";"52.533";"4.833"
"270";"52.213";"5.305"
"270";"52.381";"5.233"
"269";"52.509";"5.481"
"269";"52.197";"4.433"
"269";"52.437";"4.329"
"269";"52.205";"4.457"
"269";"52.517";"4.465"
"269";"52.397";"5.073"
"269";"52.213";"4.433"
"269";"52.101";"5.577"
"269";"51.061";"4.129"
"269";"51.437";"4.393"
"268";"52.421";"4.369"
"268";"52.325";"4.913"
"268";"52.413";"4.841"
"268";"52.245";"5.201"
"268";"52.461";"5.017"
"268";"52.669";"4.905"
"268";"52.221";"4.409"
"268";"52.085";"4.369"
"267";"52.389";"4.369"
"267";"52.541";"5.089"
"267";"51.925";"3.169"
"267";"52.629";"5.081"
"267";"52.213";"4.441"
